0.026,0
0.026,0
0.026,-0.0878906
0.026,-0.0878906
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0.0878906
0.026,0
0.026,0
0.026,0
0.026,-0.0878906
0.026,0
0.026,0
0.026,0.0878906
0.026,0
0.026,0
0.026,-0.0878906
0.026,-0.0878906
0.026,0.0878906
0.026,-0.0878906
0.026,0
0.026,0.0878906
0.026,0
0.026,-0.0878906
0.026,0
0.026,0
0.026,0
0.026,-0.0878906
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.028,0
0.028,0
0.028,0
0.028,-0.0878906
0.028,-0.0878906
0.028,0
0.028,0.0878906
0.028,0
0.028,0
0.028,-0.0878906
0.028,0
0.028,0.0878906
0.028,0
0.028,-0.0878906
0.028,0
0.028,-0.0878906
0.028,0.0878906
0.028,-0.0878906
0.028,0
0.028,0.0878906
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,-0.0878906
0.028,0
0.028,-0.0878906
0.028,-0.0878906
0.028,0
0.028,-0.0878906
0.028,-0.0878906
0.028,-0.0878906
0.028,-0.0878906
0.028,-0.0878906
0.028,0
0.028,0
0.028,-0.0878906
0.03,0
0.03,0.0878906
0.03,0
0.03,0
0.03,-0.0878906
0.03,-0.0878906
0.03,-0.0878906
0.03,0
0.03,-0.0878906
0.03,-0.0878906
0.03,0.0878906
0.03,0
0.03,0
0.03,-0.0878906
0.03,-0.0878906
0.03,0
0.03,0
0.03,0
0.03,0
0.03,0
0.03,0
0.03,0
0.03,-0.0878906
0.03,0
0.03,0
0.03,0
0.03,-0.0878906
0.03,-0.0878906
0.03,-0.0878906
0.03,-0.0878906
0.03,0
0.03,0
0.03,0.175781
0.03,-0.0878906
0.03,0
0.03,0.0878906
0.03,0
0.03,-0.0878906
0.03,0
0.03,-0.0878906
0.03,-0.0878906
0.03,0.0878906
0.03,0
0.03,-0.0878906
0.032,-0.0878906
0.032,-0.0878906
0.032,0
0.032,0
0.032,-0.0878906
0.032,-0.0878906
0.032,0
0.032,0
0.032,-0.0878906
0.032,0
0.032,0
0.032,-0.0878906
0.032,0
0.032,0
0.032,0
0.032,0
0.032,0
0.032,0.0878906
0.032,0
0.032,0
0.032,0.0878906
0.032,0.0878906
0.032,0.0878906
0.032,0
0.032,0
0.032,-0.0878906
0.032,0
0.032,0
0.032,0
0.032,0
0.032,0
0.032,0
0.032,0
0.032,0
0.032,0
0.032,0
0.032,0
0.032,-0.0878906
0.032,-0.0878906
0.032,0
0.032,0.0878906
0.032,-0.0878906
0.032,0
0.032,0
0.034,0.0878906
0.034,0
0.034,0
0.034,0
0.034,0
0.034,0
0.034,0
0.034,0
0.034,0
0.034,0.0878906
0.034,0
0.034,-0.0878906
0.034,-0.0878906
0.034,-0.0878906
0.034,0
0.034,-0.0878906
0.034,-0.0878906
0.034,-0.0878906
0.034,-0.0878906
0.034,0
0.034,0.0878906
0.034,0
0.034,0
0.034,-0.0878906
0.034,0
0.034,0
0.034,0.0878906
0.034,0
0.034,0
0.034,-0.0878906
0.034,0
0.034,0
0.034,0
0.034,0
0.034,0
0.034,0
0.034,0
0.034,0
0.034,-0.0878906
0.034,-0.0878906
0.034,-0.0878906
0.034,-0.0878906
0.034,-0.0878906
0.034,0
0.036,0
0.036,0
0.036,0
0.036,0.0878906
0.036,0
0.036,0
0.036,0
0.036,-0.0878906
0.036,0
0.036,0
0.036,-0.0878906
0.036,-0.0878906
0.036,-0.0878906
0.036,-0.0878906
0.036,0.0878906
0.036,0
0.036,-0.0878906
0.036,0
0.036,0
0.036,0
0.036,0
0.036,0
0.036,0
0.036,-0.0878906
0.036,-0.0878906
0.036,0
0.036,0
0.036,0
0.036,0
0.036,0
0.036,0
0.036,0
0.036,0
0.036,-0.0878906
0.036,0
0.036,0.0878906
0.036,0
0.036,0.0878906
0.036,-0.0878906
0.036,0
0.036,0.0878906
0.036,0
0.036,0
0.036,-0.0878906
0.036,0
0.038,0
0.038,0.0878906
0.038,0
0.038,0
0.038,0
0.038,0
0.038,-0.0878906
0.038,-0.0878906
0.038,0
0.038,0
0.038,0
0.038,0
0.038,-0.0878906
0.038,0
0.038,0
0.038,-0.0878906
0.038,0
0.038,0.0878906
0.038,0
0.038,0
0.038,0
0.038,-0.0878906
0.038,-0.0878906
0.038,0
0.038,0
0.038,0.0878906
0.038,0
0.038,0
0.038,0
0.038,0
0.038,-0.0878906
0.038,0
0.038,0
0.038,0
0.038,0
0.038,0
0.038,0
0.038,0
0.038,0
0.038,0
0.04,0
0.04,0
0.04,0
0.04,0
0.04,0.0878906
0.04,0
0.04,0
0.04,-0.0878906
0.04,0
0.04,0.0878906
0.04,0.0878906
0.04,0
0.04,-0.0878906
0.04,0
0.04,-0.0878906
0.04,0
0.04,0
0.04,-0.0878906
0.04,-0.0878906
0.04,0
0.04,0
0.04,-0.0878906
0.04,-0.0878906
0.04,-0.0878906
0.04,0
0.04,-0.0878906
0.04,0
0.04,-0.0878906
0.04,0
0.04,0
0.04,-0.0878906
0.04,0
0.04,0
0.04,-0.0878906
0.042,0
0.042,-0.0878906
0.042,0
0.042,0
0.042,0
0.042,0
0.042,0
0.042,0.0878906
0.042,0.0878906
0.042,0.0878906
0.042,0
0.042,-0.0878906
0.042,0
0.042,0
0.042,0
0.042,0
0.042,0
0.042,0
0.042,0
0.042,0.0878906
0.042,0
0.042,0
0.042,0
0.042,0
0.042,0
0.042,-0.0878906
0.042,0
0.042,0.0878906
0.042,0
0.042,-0.0878906
0.042,0
0.042,0
0.042,0.0878906
0.042,0.0878906
0.042,0
0.042,0.0878906
0.042,0.0878906
0.042,0
0.042,-0.0878906
0.042,-0.175781
0.042,0.0878906
0.042,0
0.042,0
0.044,0
0.044,0
0.044,0
0.044,0
0.044,0
0.044,0
0.044,0
0.044,0
0.044,-0.0878906
0.044,0
0.044,0
0.044,0
0.044,0
0.044,0
0.044,0
0.044,0
0.044,-0.0878906
0.044,-0.0878906
0.044,0
0.044,0
0.044,0
0.044,0
0.044,0
0.044,0
0.044,-0.0878906
0.044,-0.0878906
0.044,-0.0878906
0.044,-0.0878906
0.044,0
0.044,-0.0878906
0.044,0
0.044,-0.175781
0.044,0
0.044,0
0.044,0
0.044,-0.0878906
0.044,0
0.044,0.0878906
0.044,-0.0878906
0.044,0
0.044,0
0.044,0
0.046,0.0878906
0.046,0
0.046,0
0.046,0
0.046,0
0.046,-0.0878906
0.046,0
0.046,0
0.046,0
0.046,0
0.046,0
0.046,-0.0878906
0.046,-0.0878906
0.046,-0.0878906
0.046,0
0.046,0
0.046,0
0.046,0
0.046,0.0878906
0.046,0
0.046,0
0.046,-0.0878906
0.046,-0.0878906
0.046,-0.0878906
0.046,-0.0878906
0.046,0
0.046,0
0.046,0
0.046,0
0.046,0
0.046,0.0878906
0.046,0
0.046,0
0.046,0
0.046,0
0.046,0
0.046,0
0.046,0
0.046,0
0.046,0
0.046,0
0.046,0
0.046,0
0.046,0.0878906
0.048,0
0.048,0.0878906
0.048,0
0.048,0
0.048,0
0.048,0
0.048,0
0.048,0
0.048,0
0.048,0.0878906
0.048,0
0.048,0.0878906
0.048,0
0.048,0
0.048,0
0.048,0
0.048,0
0.048,0
0.048,0
0.048,0.0878906
0.048,0
0.048,0
0.048,0
0.048,0.0878906
0.048,0
0.048,0
0.048,-0.0878906
0.048,0
0.048,0.0878906
0.048,0
0.048,0.0878906
0.048,0
0.048,0
0.048,0
0.048,0
0.048,0.0878906
0.048,0
0.048,0
0.048,0
0.048,0.0878906
0.048,0
0.048,0
0.048,0
0.048,-0.0878906
0.05,-0.0878906
0.05,-0.0878906
0.05,0
0.05,0.0878906
0.05,0
0.05,0.0878906
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,-0.0878906
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.0878906
0.05,0
0.05,0
0.05,0
0.05,-0.0878906
0.05,0
0.05,0.0878906
0.05,0
0.05,0
0.05,-0.0878906
0.05,0
0.05,0.0878906
0.05,-0.0878906
0.05,-0.0878906
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.052,0.0878906
0.052,0
0.052,0
0.052,0
0.052,0
0.052,0
0.052,0
0.052,0
0.052,0
0.052,0
0.052,0
0.052,0
0.052,0
0.052,-0.0878906
0.052,-0.0878906
0.052,0
0.052,0
0.052,0
0.052,0
0.052,0
0.052,0
0.052,0
0.052,0
0.052,0.0878906
0.052,0
0.052,-0.0878906
0.052,0
0.052,0
0.052,0.0878906
0.052,0.0878906
0.052,0
0.052,-0.0878906
0.052,0
0.052,0
0.052,0
0.052,0
0.052,-0.0878906
0.052,-0.0878906
0.052,0
0.052,0
0.052,0.0878906
0.052,0.0878906
0.052,-0.0878906
0.052,0
0.054,-0.0878906
0.054,0
0.054,0
0.054,0
0.054,0
0.054,0
0.054,0.0878906
0.054,-0.0878906
0.054,0
0.054,0
0.054,0
0.054,0
0.054,0.0878906
0.054,0
0.054,0
0.054,0
0.054,0
0.054,0.0878906
0.054,0
0.054,-0.0878906
0.054,-0.0878906
0.054,0.0878906
0.054,0
0.054,0
0.054,0.0878906
0.054,0
0.054,0
0.054,0
0.054,0.0878906
0.054,-0.0878906
0.054,-0.0878906
0.054,0
0.054,0
0.054,0
0.054,0.0878906
0.054,0
0.054,0
0.054,0
0.054,0.0878906
0.054,0
0.054,-0.0878906
0.054,0.0878906
0.054,0
0.056,-0.0878906
0.056,0
0.056,0.0878906
0.056,0
0.056,-0.0878906
0.056,0
0.056,0.0878906
0.056,0
0.056,0
0.056,0
0.056,0
0.056,0.0878906
0.056,-0.0878906
0.056,0
0.056,0
0.056,0
0.056,0
0.056,0
0.056,0
0.056,-0.0878906
0.056,-0.0878906
0.056,-0.0878906
0.056,-0.0878906
0.056,0.0878906
0.056,-0.0878906
0.056,0
0.056,0
0.056,0.0878906
0.056,-0.0878906
0.056,-0.0878906
0.056,0.0878906
0.056,0
0.058,0
0.058,0
0.058,0
0.058,0.0878906
0.058,-0.0878906
0.058,-0.0878906
0.058,-0.0878906
0.058,0.0878906
0.058,0.0878906
0.058,0
0.058,0.0878906
0.058,0
0.058,0
0.058,0
0.058,0.0878906
0.058,0
0.058,0
0.058,0
0.058,-0.0878906
0.058,0
0.058,0
0.058,0
0.058,0
0.058,0
0.058,0.0878906
0.058,0
0.058,-0.0878906
0.058,-0.0878906
0.058,-0.0878906
0.058,0
0.058,0
0.058,0.0878906
0.058,0
0.058,0
0.058,0
0.058,-0.0878906
0.058,0
0.058,-0.0878906
0.058,-0.0878906
0.058,0
0.058,0.0878906
0.058,0
0.058,0
0.06,0.0878906
0.06,0.0878906
0.06,0
0.06,0
0.06,0
0.06,-0.0878906
0.06,0
0.06,-0.0878906
0.06,0
0.06,0.0878906
0.06,0
0.06,0.0878906
0.06,0
0.06,-0.0878906
0.06,-0.0878906
0.06,0
0.06,0.0878906
0.06,0
0.06,0
0.06,0
0.06,0
0.06,0.0878906
0.06,0
0.06,-0.0878906
0.06,-0.0878906
0.06,-0.0878906
0.06,0
0.06,0.0878906
0.06,-0.0878906
0.06,-0.0878906
0.06,0
0.06,0.0878906
0.06,-0.0878906
0.06,-0.0878906
0.06,0
0.06,0
0.06,0
0.06,0
0.06,0
0.06,0
0.06,-0.0878906
0.062,-0.0878906
0.062,0
0.062,0
0.062,0
0.062,0
0.062,-0.0878906
0.062,0
0.062,0
0.062,0
0.062,-0.0878906
0.062,0
0.062,0.0878906
0.062,0
0.062,-0.175781
0.062,-0.0878906
0.062,0.0878906
0.062,-0.0878906
0.062,0
0.062,-0.0878906
0.062,0
0.062,0
0.062,0
0.062,0
0.062,-0.0878906
0.062,0
0.062,0
0.062,0
0.062,0
0.062,0
0.062,0
0.062,0
0.062,0
0.062,0
0.062,0
0.062,0
0.062,0
0.062,-0.0878906
0.062,0
0.062,0.0878906
0.062,0.0878906
0.062,0
0.062,-0.0878906
0.062,-0.0878906
0.062,-0.0878906
0.064,0
0.064,0
0.064,0.0878906
0.064,0
0.064,0.0878906
0.064,-0.0878906
0.064,-0.0878906
0.064,-0.0878906
0.064,0
0.064,0.0878906
0.064,0
0.064,0
0.064,-0.0878906
0.064,-0.0878906
0.064,-0.0878906
0.064,0
0.064,0.0878906
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,0
0.064,-0.0878906
0.064,0
0.064,0.0878906
0.064,0.0878906
0.064,0.0878906
0.064,0
0.064,0.0878906
0.066,0
0.066,0.0878906
0.066,-0.0878906
0.066,0
0.066,0
0.066,0
0.066,0
0.066,0
0.066,0.0878906
0.066,0
0.066,0
0.066,0
0.066,0.0878906
0.066,0.0878906
0.066,0.0878906
0.066,0
0.066,0
0.066,0.0878906
0.066,0.0878906
0.066,0.0878906
0.066,0.0878906
0.066,-0.0878906
0.066,0
0.066,0
0.066,0
0.066,0
0.066,0.0878906
0.066,-0.0878906
0.066,-0.0878906
0.066,0
0.066,0.0878906
0.066,0
0.066,0
0.066,0
0.066,-0.0878906
0.066,0
0.066,-0.0878906
0.066,-0.0878906
0.066,0
0.066,0
0.066,0
0.066,0.0878906
0.066,0
0.066,0
0.068,0
0.068,0
0.068,0.0878906
0.068,0.0878906
0.068,0
0.068,-0.0878906
0.068,0
0.068,0
0.068,0
0.068,0.0878906
0.068,0
0.068,0
0.068,0
0.068,0
0.068,-0.0878906
0.068,0
0.068,0.0878906
0.068,0
0.068,0
0.068,0
0.068,0
0.068,0.0878906
0.068,0
0.068,0
0.068,-0.0878906
0.068,-0.0878906
0.068,-0.0878906
0.068,0
0.068,0
0.068,0
0.068,0
0.068,0
0.068,0
0.068,0
0.068,-0.0878906
0.068,0
0.068,0.0878906
0.068,0
0.068,0
0.068,0
0.068,-0.0878906
0.068,0
0.068,0
0.068,0
0.07,0
0.07,0
0.07,-0.175781
0.07,0
0.07,0.0878906
0.07,0
0.07,-0.0878906
0.07,0.0878906
0.07,0
0.07,0
0.07,0
0.07,0.0878906
0.07,0
0.07,0
0.07,0
0.07,0
0.07,-0.0878906
0.07,0
0.07,-0.0878906
0.07,-0.0878906
0.07,0
0.07,0
0.07,0.0878906
0.07,0
0.07,0
0.07,0
0.07,0
0.07,0
0.07,0.0878906
0.07,0.0878906
0.07,0
0.07,0
0.07,-0.0878906
0.07,0
0.07,-0.0878906
0.07,0
0.07,0
0.07,-0.0878906
0.07,-0.0878906
0.07,0
0.07,0
0.07,0
0.07,0
0.07,0
0.072,0
0.072,0
0.072,0
0.072,0
0.072,0
0.072,-0.0878906
0.072,0
0.072,-0.0878906
0.072,0
0.072,0
0.072,0
0.072,0.0878906
0.072,0
0.072,-0.0878906
0.072,0
0.072,0
0.072,0.0878906
0.072,0
0.072,0
0.072,0
0.072,-0.0878906
0.072,0
0.072,-0.0878906
0.072,-0.0878906
0.072,-0.0878906
0.072,0
0.072,0.0878906
0.072,0.0878906
0.072,0
0.072,0
0.072,0.0878906
0.072,0.0878906
0.072,0
0.072,-0.0878906
0.072,-0.0878906
0.072,-0.0878906
0.072,0
0.072,0
0.072,0
0.074,0
0.074,0.0878906
0.074,0
0.074,0
0.074,0
0.074,-0.0878906
0.074,0
0.074,0
0.074,0.0878906
0.074,0.0878906
0.074,0
0.074,-0.0878906
0.074,0
0.074,-0.0878906
0.074,0.0878906
0.074,0
0.074,0
0.074,-0.0878906
0.074,0
0.074,0.0878906
0.074,-0.0878906
0.074,-0.0878906
0.074,0
0.074,0.0878906
0.074,0
0.074,0.0878906
0.074,0
0.074,-0.0878906
0.074,-0.0878906
0.074,0
0.074,0
0.074,0
0.074,0
0.074,-0.0878906
0.074,-0.0878906
0.074,0
0.076,0
0.076,0
0.076,-0.0878906
0.076,0
0.076,0
0.076,0.0878906
0.076,-0.0878906
0.076,-0.0878906
0.076,0
0.076,0.0878906
0.076,0
0.076,-0.0878906
0.076,-0.0878906
0.076,0
0.076,-0.0878906
0.076,0
0.076,0
0.076,0.0878906
0.076,0
0.076,0
0.076,-0.0878906
0.076,-0.0878906
0.076,0
0.076,-0.0878906
0.076,-0.0878906
0.076,-0.0878906
0.076,-0.0878906
0.076,-0.0878906
0.076,-0.0878906
0.076,-0.0878906
0.076,0.0878906
0.076,0
0.076,-0.0878906
0.076,0
0.076,0.0878906
0.076,-0.0878906
0.076,-0.0878906
0.076,0
0.076,0.0878906
0.078,-0.0878906
0.078,-0.0878906
0.078,-0.0878906
0.078,-0.0878906
0.078,0
0.078,0.0878906
0.078,0
0.078,0
0.078,0.0878906
0.078,0
0.078,0.0878906
0.078,0
0.078,0
0.078,0
0.078,0.0878906
0.078,0.0878906
0.078,-0.0878906
0.078,0
0.078,0.0878906
0.078,0.0878906
0.078,0
0.078,0
0.078,0
0.078,0
0.078,0.0878906
0.078,0
0.078,0
0.078,0
0.078,-0.0878906
0.078,-0.0878906
0.078,0
0.078,0
0.078,0
0.078,0
0.078,-0.0878906
0.078,0
0.078,0
0.078,0.0878906
0.078,0
0.078,0
0.078,0
0.078,-0.0878906
0.078,0
0.078,-0.0878906
0.08,0
0.08,0.0878906
0.08,0
0.08,0
0.08,-0.0878906
0.08,0
0.08,-0.0878906
0.08,-0.0878906
0.08,-0.0878906
0.08,0.0878906
0.08,0.0878906
0.08,0.0878906
0.08,0
0.08,0.0878906
0.08,0
0.08,0.0878906
0.08,0
0.08,0
0.08,0
0.08,0
0.08,0
0.08,0.0878906
0.08,0.0878906
0.08,0.0878906
0.08,0
0.08,0
0.08,0.0878906
0.08,0
0.08,0
0.08,-0.0878906
0.08,0
0.08,0
0.08,0.0878906
0.08,0
0.08,0
0.08,0
0.08,0
0.08,0
0.08,0.0878906
0.08,0
0.08,0.0878906
0.08,0
0.08,0.0878906
0.08,0
0.082,-0.0878906
0.082,0
0.082,0
0.082,0.0878906
0.082,-0.0878906
0.082,-0.0878906
0.082,0
0.082,0
0.082,0.0878906
0.082,0
0.082,0
0.082,-0.0878906
0.082,-0.0878906
0.082,0.0878906
0.082,0
0.082,0
0.082,0
0.082,-0.0878906
0.082,-0.0878906
0.082,-0.0878906
0.082,0
0.082,0
0.082,0
0.082,0
0.082,-0.0878906
0.082,-0.0878906
0.082,0
0.082,0.0878906
0.082,0
0.082,0
0.082,0.0878906
0.082,0
0.082,-0.0878906
0.082,0
0.082,0
0.082,0.0878906
0.082,0
0.082,0
0.082,0
0.082,0
0.082,0
0.082,0
0.082,0
0.082,-0.0878906
0.082,-0.0878906
0.084,0
0.084,0
0.084,0.0878906
0.084,0
0.084,0
0.084,0
0.084,0
0.084,0
0.084,-0.0878906
0.084,-0.0878906
0.084,0
0.084,-0.0878906
0.084,-0.0878906
0.084,-0.0878906
0.084,-0.0878906
0.084,-0.0878906
0.084,-0.0878906
0.084,0
0.084,0.0878906
0.084,0
0.084,-0.0878906
0.084,-0.0878906
0.084,-0.0878906
0.084,0.0878906
0.084,0
0.084,0
0.084,0
0.084,-0.0878906
0.084,-0.0878906
0.084,0
0.084,0.0878906
0.084,0
0.084,0
0.084,-0.0878906
0.084,0
0.084,-0.0878906
0.084,0
0.084,0
0.084,0
0.084,0
0.084,0.0878906
0.084,0
0.084,0
0.084,0.0878906
0.086,0
0.086,0
0.086,-0.175781
0.086,-0.0878906
0.086,0
0.086,0.0878906
0.086,-0.0878906
0.086,-0.0878906
0.086,0
0.086,0
0.086,0
0.086,0
0.086,0
0.086,-0.0878906
0.086,-0.0878906
0.086,-0.0878906
0.086,0
0.086,0
0.086,0
0.086,0
0.086,0.0878906
0.086,0
0.086,0
0.086,-0.0878906
0.086,0
0.086,-0.0878906
0.086,-0.0878906
0.086,-0.0878906
0.086,0
0.086,0
0.086,0
0.086,0
0.086,0
0.086,0
0.086,-0.0878906
0.086,0
0.086,0
0.086,-0.0878906
0.086,0
0.086,-0.0878906
0.086,0
0.086,0.0878906
0.086,0.0878906
0.086,-0.0878906
0.088,-0.0878906
0.088,0
0.088,0.0878906
0.088,0
0.088,0
0.088,0
0.088,0
0.088,0
0.088,0
0.088,0
0.088,0
0.088,-0.175781
0.088,0
0.088,0.0878906
0.088,0
0.088,0.0878906
0.088,0
0.088,0
0.088,0
0.088,0
0.088,0
0.088,0
0.088,0
0.088,0
0.088,0
0.088,0.0878906
0.088,0
0.088,-0.0878906
0.088,0
0.088,-0.0878906
0.088,0.0878906
0.088,0
0.088,0
0.088,0
0.088,0
0.088,0
0.088,-0.0878906
0.088,0
0.088,0.0878906
0.088,-0.0878906
0.09,-0.0878906
0.09,0.0878906
0.09,0
0.09,-0.0878906
0.09,0
0.09,0.0878906
0.09,0
0.09,0
0.09,-0.0878906
0.09,-0.0878906
0.09,0.0878906
0.09,0
0.09,-0.0878906
0.09,0
0.09,0
0.09,0
0.09,0
0.09,0
0.09,0.0878906
0.09,0
0.09,0
0.09,0
0.09,0.0878906
0.09,0.0878906
0.09,-0.0878906
0.09,0.0878906
0.09,0
0.09,0
0.09,0
0.09,-0.0878906
0.09,-0.0878906
0.09,-0.0878906
0.09,-0.0878906
0.092,-0.0878906
0.092,0
0.092,0
0.092,-0.0878906
0.092,-0.0878906
0.092,0
0.092,0.0878906
0.092,0
0.092,0
0.092,0
0.092,0.0878906
0.092,0
0.092,-0.0878906
0.092,0
0.092,0
0.092,0
0.092,0
0.092,0
0.092,0
0.092,0.0878906
0.092,0
0.092,0
0.092,-0.0878906
0.092,-0.0878906
0.092,0
0.092,0.0878906
0.092,0
0.092,0
0.092,0.0878906
0.092,-0.0878906
0.092,-0.0878906
0.092,0
0.092,0.0878906
0.092,0
0.092,0.0878906
0.092,0.0878906
0.092,0.0878906
0.092,0.0878906
0.092,0
0.092,0
0.092,0.0878906
0.092,0
0.094,0
0.094,0
0.094,-0.0878906
0.094,-0.0878906
0.094,0.0878906
0.094,0
0.094,0
0.094,0
0.094,0
0.094,0
0.094,0
0.094,0
0.094,-0.0878906
0.094,0
0.094,0
0.094,-0.0878906
0.094,-0.0878906
0.094,0
0.094,0.0878906
0.094,0
0.094,0
0.094,-0.0878906
0.094,0
0.094,0
0.094,-0.0878906
0.094,-0.0878906
0.094,0
0.094,0.0878906
0.094,-0.0878906
0.094,0
0.094,0
0.094,0
0.094,0
0.094,0
0.094,0.0878906
0.094,0
0.094,0
0.094,0
0.094,-0.0878906
0.094,0
0.094,0.0878906
0.094,0
0.096,-0.0878906
0.096,0
0.096,0
0.096,-0.0878906
0.096,-0.0878906
0.096,0
0.096,-0.0878906
0.096,0
0.096,-0.0878906
0.096,0.0878906
0.096,0
0.096,-0.0878906
0.096,0
0.096,0.0878906
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0.0878906
0.096,0
0.096,0
0.096,-0.0878906
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0.0878906
0.096,0.0878906
0.096,0
0.096,0
0.096,0
0.096,0
0.096,0
0.096,-0.0878906
0.098,0
0.098,0
0.098,0
0.098,-0.0878906
0.098,-0.0878906
